"DIAC_shift","DIAC_dens","X","Y","CLIM_tmax_diff_abs","DEM_elev_mn","DEM_slope_mn","DEM_TPI_mn","DEM_TWI_mn","LITH_PSed","LITH_PCry","LITH_shannon","CA_core_mn_15","AGG_clumpy_15","GP_grazed_wood","FOREST_conif","FOREST_decid","FOREST_mixed"
-2,1.521,925394.52,4711909.98,2.35806451612903,2166,22,0.001,0.11,0.0888631409782862,0.911136290635166,0.69206576635611,0.0181,0.94041795033093,0,1,0,0
-4.59999999999991,0.797,932215.394,4714010.11,2.2247311827957,2379,28,0.00012,0.17,8.35832311744256e-12,0.999997968927482,0.69314718078099,0.00368548387096774,0.867735405146262,0,1,0,0
64.5999999999999,-0.311,926096.072,4712783.78,2.29032258064516,2332,36,0.00062,0.08,8.35848002946398e-12,1.000000208962,0.693147180781504,0.0107741525423729,0.878107070112613,0,1,0,0
32.8000000000002,1.185,932045.003,4714881.6,2.2247311827957,2198,25,0.00096,0.11,8.35817200960862e-12,0.999982932612756,0.693147180745091,0.0281183823529412,0.931321842853924,0,1,0,0
32.4000000000001,-0.266,926857.467,4713465.88,2.37204301075269,2397,30,0.00092,0.14,0.105992117011781,0.894007306261263,0.691580482129209,0.0075983606557377,0.87985635791723,0,1,0,0
-1.80000000000018,0.375,927251.556,4713968.18,2.36774193548387,2386,30,0.00132,0.14,8.35827791725422e-12,0.999983325235555,0.69314718074675,0.00517443181818182,0.881304592062061,0,1,0,0
3.20000000000027,2.105,927577.129,4715108.89,2.14516129032258,2368,29,0.007,0.11,8.35807581481857e-12,1.00001782777571,0.69314718074177,0.0100649038461538,0.889735167106789,0,1,0,0
75,4.521,928082.596,4715314.62,2.26129032258064,2332,25,-0.00063,0.21,8.35804193410172e-12,0.752083409112913,0.973165536133554,0.0065734126984127,0.874316374827111,0,1,0,0
-49,0.473,928423.907,4715843.63,2.26236559139785,2426,27,0.00017,0.22,8.35795768757175e-12,1.00000003343183,0.693147180781496,0.00306875,0.909260208820902,0,1,0,0
1.19999999999982,5.283,932847.831,4714413.77,2.24301075268817,2316,24,-0.09,0.13,8.35826045208828e-12,0.999999715819145,0.693147180781494,0.0126638157894737,0.893270084253554,0,1,0,0
15.4000000000001,1.092,934414.667,4712035.92,2.04516129032258,2277,20,-0.006,0.21,8.35869989784833e-12,0.999999724162903,0.693147180781506,0.0658759615384615,0.954712032803933,0,1,0,0
7.19999999999982,1.208,933399.82,4712349.11,2.16881720430108,2361,21,-0.00039,0.14,8.35864141885531e-12,1.00001546348662,0.693147180751623,0.00544,0.890192994168872,0,1,0,0
-8,0.976,933030.169,4713199.6,2.21720430107527,2303,23,-0.00085,0.15,8.35848030892074e-12,0.999999155793489,0.693147180781421,0.00630914634146341,0.881973217853191,0,1,0,0
9,1.654,937848.557,4714702.97,1.99569892473118,2159,22,0.00037,0.16,8.35826778744908e-12,0.704319373089796,0.996726312903614,0.0107757575757576,0.896237079018232,13.7,1,0,0
38.5999999999999,2.233,936963.028,4713230.61,2.12150537634409,2257,23,0.04,0.22,0.26800768120797,0.731970444557827,0.681124503186668,0.0261475,0.91560526802357,0,1,0,0
55.8000000000002,2.781,937053.478,4712788.03,2.0989247311828,2271,21,0.00016,0.24,8.3585768623509e-12,0.999998846516393,0.693147180781346,0.0126625,0.90760526655958,0,1,0,0
49.8000000000002,5.06,935534.756,4712462.39,2.07096774193548,2306,21,0,0.25,8.35864134898842e-12,1.00000421275524,0.693147180779295,0.00669479166666667,0.919846422446036,0,1,0,0
49,5.065,941106.304,4712600.42,2.07096774193549,2127,20,-0.00034,0.18,0.0216866775404171,0.978312436439556,0.69308708963998,0.050927,0.926828241397528,0,1,0,0
74.8,4.897,948608.637,4715911.39,1.91505376344086,1826,32,0,0.11,8.35816984397896e-12,0.175980095921199,0.925768647897943,0.0420763888888889,0.9593249950377,0,1,0,0
110.2,9.561,950384.415,4715575.74,2.00967741935484,1894,27,0.00061,0.15,8.35825234827607e-12,1.0000007188097,0.693147180781439,0.00581195652173913,0.889696105530988,0,1,0,0
9.80000000000018,12.376,952213.136,4717460.73,2.03763440860215,1862,32,-0.006,0.09,8.35793009475745e-12,0.999993380519365,0.693147180776019,0.0348824074074074,0.928768543052664,0,1,0,0
55,10.624,942050.871,4714167.26,1.90537634408602,2060,19,0.00118,0.14,0.211826419940955,0.788172393165129,0.68611424537436,0.004025,0.880827902679359,0,1,0,0
67,9.678,945983.895,4717154.39,2.1010752688172,2183,22,0.05,0.14,8.35791912753755e-12,0.999756809627146,0.69426608861834,0.0208862903225806,0.941055352002529,0,1,0,0
37,5.209,943284.163,4715149.06,1.95806451612903,2191,27,0.00015,0.09,8.35824724847128e-12,1.00001572186307,0.693147180750605,0.00261089743589744,0.876836900129227,0,0,1,0
54.5999999999999,14.674,944158.303,4715339.41,2.04193548387097,2198,24,0.00103,0.1,8.35822223855976e-12,1.00000089432978,0.693147180781403,0.3054,0.984563436187513,0,1,0,0
38,19.611,944409.867,4716373.18,1.97849462365591,2233,18,0.00121,0.12,8.35804214367232e-12,1.00000040118602,0.693147180781478,0.0334513157894737,0.94035227737413,0,1,0,0
10,0.303,947690.439,4722855.6,2.0247311827957,2294,34,-0.00025,0.09,8.35693086866828e-12,0.944421220069287,0.800462969208528,0.00973125,0.883502142854463,0,1,0,0
37.4000000000001,11.724,947997.388,4723447.73,2.11935483870968,2278,27,0.08,0.1,0.106227879004184,0.893773157242583,0.691573159477598,0.00627053571428571,0.908759529110794,0,1,0,0
9,-0.041,951166.391,4723069.52,1.84086021505376,1789,29,0.00089,0.08,8.35693429074607e-12,0.999997802126282,0.693147180780867,0.00508235294117647,0.920587952051262,0,1,0,0
23,1.275,949228.389,4722893.92,2.22258064516129,2311,26,0.00034,0.12,8.35694141426391e-12,0.780040822655976,0.956574483510745,0.0195116071428571,0.932662910810406,0,1,0,0
80.8000000000002,3.299,949933.117,4723138.59,1.99569892473118,2208,27,0.0015,0.09,8.35690761258125e-12,0.999999373231929,0.693147180781421,0.00975614754098361,0.898227810662751,0,1,0,0
27.5999999999999,2.158,950757.729,4722036.91,1.80107526881721,1718,35,-0.00082,0.07,8.35711224265297e-12,0.963662983470016,0.771198241284916,0.010383,0.939349406139915,0,0,1,0
139.4,1.928,951198.25,4722473.57,1.79569892473118,1625,33,0.05,0.11,8.35703897974527e-12,0.882260443994271,0.874330185231325,0.02579375,0.968194026825283,0,0,1,0
0.200000000000273,4.815,950983.395,4720884.65,2.21397849462366,2074,31,0.00089,0.11,8.3573189780891e-12,0.448769868669245,1.03709166360445,0.0176821428571429,0.928999074469849,0,1,0,0
104.2,10.075,951859.876,4720894.47,2.19784946236559,2149,25,-0.007,0.11,8.35732554350362e-12,0.606998212134061,1.02818321453447,0.0139919117647059,0.916771013868679,0,1,0,0
9.40000000000009,-0.525,953205.081,4720634.35,2.07849462365591,2115,29,0.00092,0.13,8.35738379454809e-12,0.936438594498652,0.811481569791788,0.00329166666666667,0.861325273656728,0,1,0,0
-36.4000000000001,-0.536,951219.469,4719412.96,2.09677419354839,2142,29,0.00181,0.07,8.35757887859962e-12,0.999999189314849,0.693147180781405,0.00690694444444444,0.890343772536618,0,1,0,0
124.6,3.783,951020.599,4716448.63,1.90107526881721,1731,29,0.00031,0.15,8.35811053410616e-12,1.00000077730428,0.693147180781425,0.0125875,0.928456215743656,0,0,1,0
116,29.643,941761.709,4711691.69,1.86021505376344,1986,29,0.00111,0.08,8.35884781073375e-12,0.999999857899587,0.693147180781517,0.0401261363636364,0.963057552087541,0,1,0,0
64.8000000000002,5.002,940450.837,4711513.64,2.0247311827957,2103,26,-0.002,0.17,0.0540695441629334,0.945932169404663,0.692761126490002,0.09145625,0.984159325175605,0,1,0,0
-33.1999999999998,7.901,941199.838,4711512.21,1.94086021505376,1983,25,0.00051,0.11,8.35887645766999e-12,0.999999515185165,0.693147180781491,0.173617857142857,0.97176632712904,0,1,0,0
-5.80000000000018,-0.051,896613.91,4715328.81,2.23010752688172,2253,29,0.00146,0.1,8.3577120131521e-12,0.999999473464143,0.693147180781456,0.0219992424242424,0.922444000320131,0,1,0,0
33,8.691,896777.601,4715001.96,1.98817204301075,2226,28,-0.00016,0.17,8.35777355264465e-12,0.829016317633506,0.68877116882049,0.0205625,0.925780710485662,0,0,1,0
78.8000000000002,3.445,940643.747,4712574.49,2.05161290322581,2105,14,0.00034,0.32,8.35867900740921e-12,0.999992903481523,0.693147180775221,0.00293214285714286,0.877627688748741,0,1,0,0
61.4000000000001,3.308,942639.228,4714069.3,1.90967741935484,2100,20,-0.00069,0.15,0.12574618225299,0.874256408860766,0.690894965124677,0.00950185185185185,0.894971193194685,0,1,0,0
102,13.697,940455.204,4710150.01,2.07634408602151,2019,35,-0.00029,0.07,0.0206159578803972,0.97938094924987,0.693092923703149,0.013485,0.950687568216584,0,1,0,0
12.1999999999998,3.01,912986.737,4702075.77,2.06021505376344,2108,11,0.00044,0.24,8.36027166134265e-12,8.36027166134265e-12,0.693147180781493,0.00551369047619048,0.909044455878218,0,1,0,0
20.5999999999999,5.289,918441.736,4707273.78,2.24086021505376,2308,25,0.0014,0.1,0.999998436795265,8.3593836108182e-12,6.64762404309605e-10,0.0326636363636364,0.939977058558399,0,1,0,0
-96,4.096,919071.588,4706371.2,2.36666666666667,2343,29,0.00034,0.14,0.999988881790511,8.35955600659261e-12,6.64775634454664e-10,0.00792589285714286,0.921682276629443,0,1,0,0
114.6,1.018,928383.202,4714500.27,2.37634408602151,2399,37,-0.00018,0.11,8.35819408512336e-12,0.999999239404338,0.69314718078143,0.00360125,0.880331950638496,0,1,0,0
14.8000000000002,4.642,904519.534,4719342.13,2.32258064516129,2223,6,-0.002,0.19,8.35708304908108e-12,0.666266432030974,1.01154305255301,0.0227064285714286,0.918629665622108,0,1,0,0
62.4000000000001,0.38,905429.632,4720457.04,2.29139784946237,2100,13,-0.00024,0.16,8.35689748609732e-12,0.550014765384323,1.03721485135048,0.00390603448275862,0.893173935755571,0,1,0,0
34.8000000000002,0.037,900792.837,4718113.91,2.33978494623656,2198,12,-0.00047,0.14,8.35726184544922e-12,0.497349193544289,1.03971384824932,0.01269,0.943030423938255,0,1,0,0
-131.2,-0.201,928120.608,4714021.71,2.37204301075269,2354,37,-0.00023,0.11,0.077727980840424,0.922276758302125,0.692329547849906,0.00575416666666667,0.923737869034985,0,0,0,1
-49.4000000000001,14.212,896186.151,4716127.22,2.08387096774194,2184,37,-0.00042,0.09,8.3575667248696e-12,1.00000254905785,0.693147180780674,0.0204388157894737,0.904626436644545,0,0,1,0
135.8,1.116,924558.458,4713430.64,2.41720430107527,2344,35,0.00036,0.11,8.35834365679324e-12,0.999996272178729,0.69314718077977,0.00450243055555556,0.875064522210647,0,1,0,0
-37.1999999999998,0.316,928411.536,4714959.97,2.37956989247312,2411,32,-0.00016,0.1,8.35811416672435e-12,0.999980149478854,0.693147180732246,0.11769375,0.963312108338926,0,1,0,0
105.2,0.157,949629.388,4715576.74,1.87956989247312,1836,32,-0.00046,0.1,8.35824151993084e-12,0.999998228052798,0.693147180781111,0.0559484375,0.93467492590411,0,1,0,0
29.8000000000002,2.37,924653.812,4713850.21,2.41290322580645,2331,34,0.00132,0.07,8.35827176950748e-12,0.999998052522678,0.693147180781031,0.00712378048780488,0.89836095512751,0,1,0,0
18,0.414,911332.21,4702466.72,2.01612903225806,1980,11,0.00021,0.23,8.36018443436321e-12,8.36018443436321e-12,0.799156690715461,0.025734375,0.933102786224717,0,1,0,0
64.7999999999997,2.268,902940.782,4723234.45,2.37741935483871,2325,28,0.00074,0.09,0.871368401512763,8.35638560685113e-12,0.354739060012202,0.00894888888888889,0.93769546914481,0,1,0,0
31,9.839,912191.182,4726591.38,2.54086021505376,2307,13,0.00073,0.18,8.35589683117904e-12,0.902172368564939,0.853287426505783,0.00617852564102564,0.874556940717897,0,1,0,0
-12.1999999999998,2.977,912904.256,4725652.24,2.43655913978495,2224,18,-0.00027,0.2,8.35606538250152e-12,0.815532185813258,0.932197915234803,0.00925141509433962,0.913810026717173,0,1,0,0
-56.8000000000002,2.223,902145.458,4717394.93,2.11935483870968,1983,22,-0.00013,0.18,8.35740076712749e-12,0.750250636359656,0.974176184124196,0.00962333333333333,0.91914815488583,0,1,0,0
-54,1.769,951116.731,4719052.55,2.09784946236559,2012,32,-0.00098,0.09,8.35764279103748e-12,0.261547851157269,0.98048196901961,0.00414259259259259,0.875078892634301,0,1,0,0
4.80000000000018,3.577,951381.044,4717957.04,2.13118279569892,2012,32,0.00041,0.08,8.35783823644799e-12,1.00000080235247,0.693147180781413,0.00384207317073171,0.860855261548714,0,1,0,0
67,1.078,951497.929,4716139.17,1.90537634408602,1731,27,0.00096,0.09,8.35816146090699e-12,0.999999958209193,0.693147180781501,0.029262,0.952641379170913,0,0,1,0
120.4,5.781,945618.516,4714729.88,1.93978494623656,1751,31,-0.00075,0.07,8.35834847726772e-12,1.00000113673539,0.693147180781345,0.010822619047619,0.947441677793325,0,0,1,0
-52.4000000000001,2.169,951114.597,4718184.38,2.06344086021505,2072,34,0.00069,0.07,8.35779527679091e-12,1.00001147525292,0.693147180765031,0.0123990384615385,0.89861468550702,0,1,0,0
27,5.076,950431.584,4715220.01,2.00752688172043,1837,24,0.00068,0.13,8.35831529295456e-12,1.00002028563122,0.693147180730066,0.0378990384615385,0.932604449341122,0,1,0,0
75,8.831,946209.275,4714955.98,1.8236559139785,1833,26,-0.00094,0.1,8.35831445461743e-12,0.854194386494161,0.900829446395209,0.044185,0.969694933023822,0,1,0,0
126.8,1.958,945233.389,4714521.26,1.94731182795699,1903,32,0.00036,0.12,8.35838082349392e-12,0.999995319306739,0.693147180778769,0.00414722222222222,0.917561963210735,0,1,0,0
162.8,24.11,953771.087,4720513.45,2.01505376344086,1956,30,-0.00077,0.13,8.35741808900799e-12,0.524869415551295,1.03910221421688,0.0205309210526316,0.899393265745118,0,1,0,0
10,5.166,938043.636,4715376.12,1.96236559139785,2184,10,0.00039,0.18,8.35814755901638e-12,0.162715396984929,0.915219693418206,0.01129375,0.927570947377967,0,1,0,0
23.4000000000001,1.353,937825.649,4713664.43,2.12365591397849,2282,22,-0.00037,0.14,8.35844998797094e-12,1.00001626554368,0.693147180748437,0.05106,0.937349121084897,0,1,0,0
33.2000000000003,1.6,933515.028,4713232.49,2.08924731182796,2253,28,0.00016,0.14,8.35847849245211e-12,1.00000028418827,0.6931471807815,0.2329375,0.95199411091319,0,1,0,0
-17,1.688,934714.983,4712241.59,2.04623655913978,2289,22,0.00083,0.14,8.35866803822379e-12,1.00000077735613,0.693147180781439,0.29607,0.977081231230109,0,1,0,0
54.7999999999997,3.775,931698.68,4713707.71,2.25913978494624,2370,29,-0.00032,0.13,8.35837020440286e-12,1.00000091106235,0.693147180781403,0.004705,0.866093943200032,0,1,0,0
141.6,1.018,930609.388,4712748.92,2.40752688172043,2365,35,-0.00045,0.12,8.35853319644954e-12,0.909253009924521,0.845275734561846,0.01405,0.904464457101584,0,0,0,1
83.8000000000002,1.335,920898.306,4712654.83,2.33763440860215,2486,32,0.00126,0.1,0.0050311634893429,0.9360846415277,0.805215436409101,0.00323913043478261,0.884262472271327,0,1,0,0
23.4000000000001,2.709,920394.644,4709662,2.09677419354839,2266,22,0.00129,0.11,8.35897455744642e-12,8.35897455744642e-12,0.693147180749491,0.0234967391304348,0.949765379643282,0,1,0,0
-64.4000000000001,1.121,919261.903,4706030.89,2.37096774193548,2294,28,-0.00151,0.15,1.00000690507252,8.3596519559224e-12,6.64783021987851e-10,0.00969833333333333,0.897721031190089,0,1,0,0
0,-0.031,918775.846,4704995.4,2.2494623655914,2268,20,0.003,0.14,0.840558436506189,8.35980290761469e-12,0.400431086850224,0.0024875,0.872808419366683,0,0,0,1
4.40000000000009,2.177,918091.471,4705354.13,2.2989247311828,2273,24,-0.00017,0.17,0.871320743685292,8.35973036625993e-12,0.35481646410734,0.0144647727272727,0.927657902193825,0,1,0,0
22.1999999999998,3.109,917236.218,4705993.33,2.17204301075269,2206,20,0.00021,0.25,8.35960422557262e-12,8.35960422557262e-12,0.693147180751802,0.0357432926829268,0.929985590701711,0,1,0,0
36,6.506,916666.155,4706275.15,2.22903225806452,2188,13,0.00016,0.3,8.35954776050391e-12,8.35954776050391e-12,0.693147180778286,0.0190721153846154,0.946537495508002,0,1,0,0
6.19999999999982,0.763,915479.135,4702519.59,2.1494623655914,2169,16,0.00067,0.13,8.36021875181182e-12,8.36021875181182e-12,0.734536095257324,0.0119840277777778,0.908747606479677,0,1,0,0
20,3.345,919092.031,4707755.94,2.36129032258065,2292,21,-0.05,0.2,0.999998930008755,8.3593066045452e-12,6.64756520538714e-10,0.015877027027027,0.92583460503945,0,1,0,0
14,1.701,913827.672,4725859.96,2.43870967741935,2280,19,0.00069,0.16,8.3560410838798e-12,0.600653164992195,1.0295203608425,0.003828125,0.882172623226839,0,1,0,0
-23.4000000000001,-0.232,947038.433,4720878.69,2.13655913978495,2324,25,-0.00051,0.23,8.35727225219219e-12,0.413462698113422,1.03219434823633,0.00308333333333333,0.886635594030057,0,1,0,0
-44,0.802,947197.024,4721601.9,2.19354838709677,2258,34,-0.00132,0.09,0.0861944980067792,0.903350889187685,0.721989680611385,0.01269125,0.910826514618928,0,0,1,0
23,-0.573,947480.046,4722195.21,2.02688172043011,2249,32,0.00109,0.11,0.027233410277176,0.972760865149066,0.693051852552872,0.00344605263157895,0.878084547469687,0,1,0,0
7,0.442,948555.85,4723110.03,2.12365591397849,2215,16,-0.00029,0.17,8.35689594966742e-12,0.231240166283844,0.963532447590633,0.00541125,0.906499589358542,0,1,0,0
